,ID,TypeGefailleerde,RegioS,Perioden,UitgesprokenFaillissementen_1
3858,3858,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2016 3e kwartaal,211.0
3859,3859,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2016 oktober,70.0
3860,3860,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2016 november,111.0
3861,3861,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2016 december,81.0
3862,3862,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2016 4e kwartaal,262.0
3863,3863,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2016,965.0
3864,3864,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 januari,85.0
3865,3865,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 februari,74.0
3866,3866,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 maart,66.0
3867,3867,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 1e kwartaal,225.0
3868,3868,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 april,71.0
3869,3869,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 mei,65.0
3870,3870,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 juni,66.0
3871,3871,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 2e kwartaal,202.0
3872,3872,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 juli,63.0
3873,3873,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 augustus,69.0
3874,3874,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 september,64.0
3875,3875,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 3e kwartaal,196.0
3876,3876,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 oktober,88.0
3877,3877,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 november,55.0
3878,3878,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 december,49.0
3879,3879,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017 4e kwartaal,192.0
3880,3880,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2017,815.0
3881,3881,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 januari,83.0
3882,3882,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 februari,60.0
3883,3883,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 maart,53.0
3884,3884,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 1e kwartaal,196.0
3885,3885,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 april,52.0
3886,3886,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 mei,64.0
3887,3887,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 juni,47.0
3888,3888,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 2e kwartaal,163.0
3889,3889,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 juli,71.0
3890,3890,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 augustus,57.0
3891,3891,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 september,52.0
3892,3892,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 3e kwartaal,180.0
3893,3893,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 oktober,83.0
3894,3894,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 november,63.0
3895,3895,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 december,59.0
3896,3896,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018 4e kwartaal,205.0
3897,3897,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2018,744.0
3898,3898,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 januari,69.0
3899,3899,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 februari,43.0
3900,3900,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 maart,60.0
3901,3901,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 1e kwartaal,172.0
3902,3902,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 april,89.0
3903,3903,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 mei,58.0
3904,3904,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 juni,68.0
3905,3905,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 2e kwartaal,215.0
3906,3906,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 juli,65.0
3907,3907,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 augustus,73.0
3908,3908,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 september,57.0
3909,3909,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 3e kwartaal,195.0
3910,3910,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 oktober,71.0
3911,3911,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 november,53.0
3912,3912,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 december,62.0
3913,3913,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019 4e kwartaal,186.0
3914,3914,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2019,768.0
3915,3915,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 januari,53.0
3916,3916,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 februari,65.0
3917,3917,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 maart,59.0
3918,3918,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 1e kwartaal,177.0
3919,3919,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 april,78.0
3920,3920,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 mei,62.0
3921,3921,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 juni,69.0
3922,3922,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 2e kwartaal,209.0
3923,3923,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 juli,45.0
3924,3924,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 augustus,40.0
3925,3925,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 september,50.0
3926,3926,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 3e kwartaal,135.0
3927,3927,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 oktober,41.0
3928,3928,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 november,29.0
3929,3929,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 december,44.0
3930,3930,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020 4e kwartaal,114.0
3931,3931,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2020,635.0
3932,3932,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 januari,19.0
3933,3933,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 februari,28.0
3934,3934,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 maart,28.0
3935,3935,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 1e kwartaal,75.0
3936,3936,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 april,27.0
3937,3937,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 mei,29.0
3938,3938,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 juni,36.0
3939,3939,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 2e kwartaal,92.0
3940,3940,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 juli,24.0
3941,3941,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 augustus,25.0
3942,3942,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 september,25.0
3943,3943,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 3e kwartaal,74.0
3944,3944,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 oktober,30.0
3945,3945,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 november,41.0
3946,3946,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 december,52.0
3947,3947,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021 4e kwartaal,123.0
3948,3948,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2021,364.0
3949,3949,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2022 januari,24.0
3950,3950,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2022 februari,32.0
3951,3951,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2022 maart,38.0
3952,3952,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2022 1e kwartaal,94.0
3953,3953,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2022 april,29.0
3954,3954,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2022 mei,48.0
3955,3955,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2022 juni,42.0
3956,3956,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2022 2e kwartaal,119.0
3957,3957,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2022 juli,26.0
3958,3958,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2022 augustus,37.0
3959,3959,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2022 september,28.0
3960,3960,"Bedrijven, instellingen en eenmanszaken",Zuid-Holland,2022 3e kwartaal,91.0
3961,3961,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 januari,6.0
3962,3962,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 februari,7.0
3963,3963,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 maart,9.0
3964,3964,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 1e kwartaal,22.0
3965,3965,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 april,3.0
3966,3966,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 mei,8.0
3967,3967,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 juni,6.0
3968,3968,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 2e kwartaal,17.0
3969,3969,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 juli,7.0
3970,3970,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 augustus,12.0
3971,3971,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 september,17.0
3972,3972,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 3e kwartaal,36.0
3973,3973,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 oktober,7.0
3974,3974,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 november,8.0
3975,3975,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 december,4.0
3976,3976,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009 4e kwartaal,19.0
3977,3977,"Bedrijven, instellingen en eenmanszaken",Zeeland,2009,94.0
3978,3978,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 januari,8.0
3979,3979,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 februari,6.0
3980,3980,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 maart,13.0
3981,3981,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 1e kwartaal,27.0
3982,3982,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 april,7.0
3983,3983,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 mei,6.0
3984,3984,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 juni,15.0
3985,3985,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 2e kwartaal,28.0
3986,3986,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 juli,17.0
3987,3987,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 augustus,8.0
3988,3988,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 september,3.0
3989,3989,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 3e kwartaal,28.0
3990,3990,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 oktober,5.0
3991,3991,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 november,5.0
3992,3992,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 december,7.0
3993,3993,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010 4e kwartaal,17.0
3994,3994,"Bedrijven, instellingen en eenmanszaken",Zeeland,2010,100.0
3995,3995,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 januari,13.0
3996,3996,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 februari,1.0
3997,3997,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 maart,9.0
3998,3998,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 1e kwartaal,23.0
3999,3999,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 april,8.0
4000,4000,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 mei,6.0
4001,4001,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 juni,6.0
4002,4002,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 2e kwartaal,20.0
4003,4003,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 juli,7.0
4004,4004,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 augustus,6.0
4005,4005,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 september,6.0
4006,4006,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 3e kwartaal,19.0
4007,4007,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 oktober,11.0
4008,4008,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 november,5.0
4009,4009,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 december,4.0
4010,4010,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011 4e kwartaal,20.0
4011,4011,"Bedrijven, instellingen en eenmanszaken",Zeeland,2011,82.0
4012,4012,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 januari,3.0
4013,4013,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 februari,4.0
4014,4014,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 maart,11.0
4015,4015,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 1e kwartaal,18.0
4016,4016,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 april,15.0
4017,4017,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 mei,15.0
4018,4018,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 juni,6.0
4019,4019,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 2e kwartaal,36.0
4020,4020,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 juli,9.0
4021,4021,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 augustus,16.0
4022,4022,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 september,5.0
4023,4023,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 3e kwartaal,30.0
4024,4024,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 oktober,8.0
4025,4025,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 november,12.0
4026,4026,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 december,8.0
4027,4027,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012 4e kwartaal,28.0
4028,4028,"Bedrijven, instellingen en eenmanszaken",Zeeland,2012,112.0
4029,4029,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 januari,16.0
4030,4030,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 februari,13.0
4031,4031,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 maart,9.0
4032,4032,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 1e kwartaal,38.0
4033,4033,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 april,12.0
4034,4034,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 mei,12.0
4035,4035,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 juni,7.0
4036,4036,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 2e kwartaal,31.0
4037,4037,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 juli,12.0
4038,4038,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 augustus,6.0
4039,4039,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 september,10.0
4040,4040,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 3e kwartaal,28.0
4041,4041,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 oktober,8.0
4042,4042,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 november,10.0
4043,4043,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 december,7.0
4044,4044,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013 4e kwartaal,25.0
4045,4045,"Bedrijven, instellingen en eenmanszaken",Zeeland,2013,122.0
4046,4046,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 januari,5.0
4047,4047,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 februari,2.0
4048,4048,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 maart,19.0
4049,4049,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 1e kwartaal,26.0
4050,4050,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 april,19.0
4051,4051,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 mei,5.0
4052,4052,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 juni,6.0
4053,4053,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 2e kwartaal,30.0
4054,4054,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 juli,8.0
4055,4055,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 augustus,14.0
4056,4056,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 september,14.0
4057,4057,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 3e kwartaal,36.0
4058,4058,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 oktober,8.0
4059,4059,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 november,5.0
4060,4060,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 december,13.0
4061,4061,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014 4e kwartaal,26.0
4062,4062,"Bedrijven, instellingen en eenmanszaken",Zeeland,2014,118.0
4063,4063,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 januari,7.0
4064,4064,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 februari,5.0
4065,4065,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 maart,11.0
4066,4066,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 1e kwartaal,23.0
4067,4067,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 april,8.0
4068,4068,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 mei,2.0
4069,4069,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 juni,8.0
4070,4070,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 2e kwartaal,18.0
4071,4071,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 juli,12.0
4072,4072,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 augustus,2.0
4073,4073,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 september,10.0
4074,4074,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 3e kwartaal,24.0
4075,4075,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 oktober,4.0
4076,4076,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 november,15.0
4077,4077,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 december,13.0
4078,4078,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015 4e kwartaal,32.0
4079,4079,"Bedrijven, instellingen en eenmanszaken",Zeeland,2015,97.0
4080,4080,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 januari,10.0
4081,4081,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 februari,7.0
4082,4082,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 maart,5.0
4083,4083,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 1e kwartaal,22.0
4084,4084,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 april,7.0
4085,4085,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 mei,7.0
4086,4086,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 juni,13.0
4087,4087,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 2e kwartaal,27.0
4088,4088,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 juli,2.0
4089,4089,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 augustus,6.0
4090,4090,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 september,9.0
4091,4091,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 3e kwartaal,17.0
4092,4092,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 oktober,8.0
4093,4093,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 november,7.0
4094,4094,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 december,5.0
4095,4095,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016 4e kwartaal,20.0
4096,4096,"Bedrijven, instellingen en eenmanszaken",Zeeland,2016,86.0
